150211997	0	5143	3780	4061	5387
150212104	0	5129	3762	4061	5363
150212197	0	5134	3761	4052	5391
150212297	0	5092	3770	4085	5326
150212397	0	5134	3789	4071	5382
150212497	0	5106	3752	4042	5401
150212597	0	5139	3775	4089	5369
150212697	0	5125	3780	4071	5364
150212797	0	5143	3766	4071	5359
150212898	0	5148	3770	4052	5331
150212997	0	5129	3766	4075	5368
150213097	0	5148	3775	4033	5373
150213197	0	5148	3770	4042	5382
150213298	0	5115	3761	4071	5368
150213397	0	5092	3761	4061	5391
150213497	0	5134	3766	4052	5396
150213597	0	5153	3762	4071	5387
150213697	0	5125	3775	4047	5355
150213798	0	5129	3766	4094	5391
150213898	0	5153	3762	4019	5331
150213997	0	5120	3799	4057	5377
150214098	0	5139	3766	4047	5387
150214197	0	5115	3762	4052	5345
150214297	0	5143	3743	4024	5364
150214402	0	5148	3775	4042	5401
150214498	0	5111	3785	4052	5368
150214597	0	5129	3762	4047	5363
150214698	0	5129	3752	4047	5377
150214797	0	5111	3762	4066	5355
150214897	0	5111	3757	4052	5368
150214997	0	5129	3794	4047	5363
150215097	0	5162	3756	4066	5382
150215197	0	5125	3785	4047	5373
150215297	0	5115	3785	4005	5345
150215397	0	5120	3785	4019	5363
150215497	0	5139	3766	4042	5359
150215597	0	5111	3757	4042	5373
150215697	0	5158	3780	4042	5406
150215797	0	5129	3761	4019	5363
150215897	0	5162	3766	4071	5377
150215998	0	5111	3775	4057	5359
150216097	0	5129	3762	4061	5355
150216197	0	5162	3785	4061	5308
150216297	0	5148	3766	4042	5363
150216398	0	5162	3752	4047	5377
150216497	0	5162	3756	4047	5401
150216597	0	5167	3808	4024	5350
150216697	0	5167	3785	4028	5369
150216797	0	5111	3756	4028	5345
150216897	0	5172	3761	4089	5369
150216998	0	5143	3748	4066	5368
150217097	0	5153	3785	4075	5340
150217197	0	5143	3757	4014	5350
150217297	0	5148	3770	4089	5377
150217397	0	5181	3738	4061	5355
150217497	0	5148	3794	4042	5363
150217598	0	5143	3738	4047	5294
150217697	0	5143	3757	4038	5359
150217797	0	5158	3766	4085	5331
150217897	0	5172	3757	4075	5350
150217998	0	5134	3761	4038	5359
150218097	0	5143	3757	4099	5345
150218197	0	5167	3757	4061	5336
150218297	0	5158	3752	4075	5340
150218397	0	5181	3734	4047	5364
150218502	0	5148	3762	4052	5363
150218597	0	5176	3756	4066	5364
150218898	0	5115	3743	4057	5345
150218998	0	5134	3766	4042	5340
150219097	0	5153	3799	4024	5289
150219197	0	5134	3761	4047	5355
150219297	0	5158	3757	4052	5355
150219397	0	5139	3752	4038	5331
150219497	0	5134	3757	4042	5345
150219597	0	5162	3756	4052	5331
150219697	0	5153	3761	4080	5345
150219798	0	5143	3752	4052	5377
150219897	0	5148	3757	4052	5359
150219997	0	5139	3748	4047	5387
150220097	0	5129	3756	4080	5429
150220197	0	5162	3756	4038	5369
150220297	0	5158	3743	4042	5317
150220397	0	5129	3762	4089	5336
150220497	0	5158	3748	4066	5363
150220597	0	5143	3761	4033	5368
150220697	0	5134	3748	4042	5364
150220797	0	5134	3770	4094	5406
150220897	0	5162	3770	4085	5368
150220998	0	5158	3766	4080	5363
150221097	0	5158	3757	4071	5355
150221197	0	5111	3761	4052	5355
150221297	0	5139	3785	4024	5369
150221397	0	5172	3794	4033	5289
150221497	0	5167	3766	4038	5345
150221597	0	5176	3756	4010	5377
150221697	0	5153	3752	4061	5373
150221798	0	5162	3770	4066	5369
150221897	0	5153	3766	4061	5345
150221997	0	5148	3752	4047	5373
150222097	0	5143	3780	4042	5377
150222197	0	5143	3785	4075	5364
150222297	0	5139	3799	4028	5336
150222397	0	5162	3761	4042	5359
150222497	0	5106	3748	4042	5363
150222601	0	5106	3766	4057	5359
150222698	0	5148	3775	4071	5369
150222797	0	5172	3766	4047	5345
150222897	0	5125	3789	4038	5326
150222997	0	5158	3756	4047	5326
150223098	0	5162	3789	4042	5345
150223197	0	5134	3761	4071	5312
150223297	0	5148	3762	4042	5345
150223397	0	5139	3775	4038	5326
150223497	0	5158	3785	4061	5364
150223597	0	5148	3748	4047	5369
150223697	0	5129	3752	4038	5317
150223797	0	5162	3748	4042	5340
150223897	0	5153	3757	4047	5373
150223997	0	5139	3748	4024	5364
150224097	0	5167	3785	4057	5359
150224197	0	5129	3748	4019	5355
150224298	0	5143	3766	4075	5326
150224397	0	5167	3770	4028	5359
150224497	0	5158	3775	4038	5364
150224597	0	5143	3752	4024	5368
150224698	0	5143	3756	4028	5345
150224797	0	5148	3761	4033	5373
150224898	0	5139	3785	4024	5364
150224997	0	5143	3761	4052	5326
150225097	0	5148	3766	4038	5345
150225197	0	5101	3766	4014	5369
150225297	0	5158	3770	4042	5336
150225397	0	5139	3780	4042	5355
150225497	0	5120	3762	4052	5359
150225597	0	5148	3766	4052	5363
150225697	0	5139	3770	4052	5317
150225797	0	5143	3770	4047	5350
150225897	0	5139	3762	4042	5363
150225997	0	5120	3766	4047	5359
150226097	0	5120	3775	4024	5368
150226197	0	5148	3757	4024	5359
150226297	0	5153	3748	4033	5363
150226397	0	5143	3766	4071	5336
150226497	0	5143	3785	4038	5387
150226597	0	5176	3756	4057	5345
150226701	0	5167	3761	4038	5363
150226797	0	5111	3766	4033	5322
150226897	0	5143	3762	4024	5359
150226997	0	5162	3761	4024	5363
150227098	0	5153	3780	4033	5298
150227197	0	5129	3761	4042	5359
150227297	0	5148	3766	4028	5359
150227397	0	5162	3762	4042	5312
150227497	0	5153	3780	4061	5363
150227597	0	5148	3756	4028	5331
150227697	0	5158	3789	4033	5373
150227797	0	5162	3762	4061	5355
150227897	0	5120	3761	4057	5369
150227997	0	5153	3766	4047	5369
150228097	0	5153	3770	4047	5382
150228198	0	5134	3789	4085	5317
150228298	0	5129	3766	4075	5364
150228397	0	5158	3761	4071	5331
150228497	0	5125	3780	4094	5359
150228597	0	5153	3780	4085	5345
150228697	0	5134	3789	4066	5359
150228797	0	5139	3770	4057	5391
150228897	0	5092	3761	4061	5364
150228997	0	5092	3780	4108	5359
150229097	0	5106	3808	4066	5377
150229198	0	5167	3794	4080	5363
150229297	0	5153	3770	4089	5420
150229397	0	5134	3770	4075	5377
150229498	0	5143	3794	4071	5369
150229597	0	5134	3808	4094	5391
150229697	0	5134	3799	4075	5359
150229797	0	5097	3775	4089	5391
150229897	0	5148	3761	4080	5340
150229997	0	5134	3766	4094	5406
150230097	0	5143	3748	4103	5363
150230197	0	5139	3762	4094	5373
150230297	0	5129	3780	4071	5377
150230397	0	5101	3775	4103	5340
150230497	0	5106	3766	4132	5387
150230597	0	5139	3770	4127	5369
150230697	0	5120	3766	4296	5401
150230801	0	5143	3775	4539	5401
150230897	0	5153	3770	4108	5377
150230997	0	5153	3762	4164	5410
150231097	0	5162	3762	4122	5359
150231197	0	5129	3761	4146	5391
150231297	0	5143	3734	4150	5359
150231397	0	5158	3752	4136	5373
150231497	0	5167	3752	4113	5364
150231597	0	5167	3752	4141	5326
150231697	0	5158	3743	4146	5373
150231797	0	5148	3738	4080	5387
150231897	0	5143	3766	4071	5406
150231997	0	5139	3756	4291	5363
150232097	0	5153	3766	4066	5345
150232197	0	5115	3752	4047	5396
150232297	0	5162	3752	4548	5364
150232397	0	5134	3766	4713	5401
150232497	0	5134	3724	4525	5382
150232597	0	5125	3734	4539	5364
150232697	0	5143	3766	4094	5382
150232797	0	5134	3770	4099	5363
150232897	0	5120	3752	4127	5396
150232997	0	5139	3756	4520	5364
150233097	0	5148	3743	4094	5415
150233197	0	5139	3761	4099	5377
150233297	0	5148	3748	4080	5364
150233398	0	5143	3752	4094	5364
150233497	0	5153	3757	4094	5369
150233597	0	5153	3775	4113	5364
150233697	0	5143	3756	4094	5345
150233798	0	5139	3752	4085	5359
150233897	0	5120	3775	4127	5350
150233997	0	5148	3756	4085	5364
150234097	0	5139	3761	4103	5387
150234197	0	5167	3761	4103	5369
150234297	0	5129	3761	4103	5350
150234397	0	5087	3757	4057	5420
150234497	0	5101	3757	4066	5369
150234597	0	5153	3762	4057	5331
150234697	0	5125	3766	4080	5331
150234797	0	5125	3785	4094	5363
150234901	0	5134	3756	4099	5364
150234997	0	5139	3762	4080	5387
150235097	0	5129	3762	4094	5391
150235197	0	5129	3785	4080	5377
150235297	0	5158	3756	4099	5359
150235397	0	5120	3762	4080	5387
150235497	0	5097	3775	4080	5331
150235597	0	5125	3762	4085	5363
150235697	0	5125	3762	4108	5368
150235797	0	5097	3757	4089	5364
150235897	0	5143	3724	4094	5345
150235997	0	5153	3756	4085	5364
150236097	0	5139	3762	4085	5355
150236197	0	5111	3775	4042	5387
150236297	0	5111	3770	4061	5363
150236397	0	5139	3761	4071	5364
150236497	0	5148	3762	4057	5377
150236597	0	5148	3780	4071	5345
150236697	0	5143	3756	4071	5345
150236797	0	5153	3762	4085	5369
150236897	0	5158	3770	4075	5363
150236997	0	5143	3756	4061	5369
150237097	0	5167	3775	4066	5336
150237197	0	5158	3770	4075	5364
150237297	0	5134	3756	4052	5377
150237397	0	5134	3766	4052	5345
150237497	0	5120	3762	4057	5345
150237597	0	5143	3756	4047	5377
150237697	0	5139	3756	4047	5345
150237797	0	5176	3780	4071	5355
150237897	0	5172	3761	4071	5350
150237997	0	5153	3757	4066	5359
150238097	0	5120	3761	4075	5364
150238197	0	5125	3761	4085	5359
150238297	0	5153	3757	4075	5373
