152138782	0	736	20527	45208	40283
152138889	0	741	20574	45255	40312
152138982	0	774	20551	45255	40283
152139082	0	736	20532	45255	40279
152139182	0	778	20570	45264	40279
152139282	0	722	20537	45264	40298
152139382	0	760	20546	45255	40265
152139482	0	741	20555	45264	40237
152139582	0	769	20527	45212	40199
152139682	0	736	20490	45114	40190
152139782	0	717	20438	45142	40185
152139882	0	736	20382	45156	40218
152139982	0	788	20298	45156	40293
152140082	0	895	20283	45156	40415
152140182	0	1054	20190	45156	40457
152140282	0	1218	20129	45212	40518
152140382	0	1298	20007	45180	40532
152140482	0	1227	19946	45123	40523
152140582	0	1209	19871	45105	40537
152140682	0	1255	19767	45109	40410
152140782	0	1223	19669	45048	40509
152140882	0	1255	19613	44978	40532
152140982	0	1284	19617	44926	40551
152141082	0	1330	19519	44912	40485
152141182	0	1312	19491	44861	40452
152141282	0	1302	19444	44818	40419
152141383	0	1312	19355	44762	40335
152141482	0	1321	19290	44682	40349
152141582	0	1321	19224	44645	40335
152141686	0	1359	19191	44593	40246
152141782	0	1410	19126	44532	40269
152141882	0	1420	19093	44495	40274
152141982	0	1443	19050	44443	40199
152142082	0	1495	18952	44434	40208
152142182	0	1542	18905	44327	40180
152142282	0	1556	18830	44303	40129
152142382	0	1542	18694	44219	40035
152142482	0	1593	18614	44125	39913
152142582	0	1701	18591	44036	39819
152142682	0	1762	18488	43890	39744
152142782	0	1814	18455	43768	39711
152142882	0	1846	18329	43698	39646
152142982	0	1874	18319	43590	39617
152143082	0	1987	18244	43539	39575
152143181	0	2019	18174	43384	39458
152143283	0	2127	18113	43318	39374
152143382	0	2155	18090	43168	39298
152143482	0	2216	18066	43112	39172
152143582	0	2258	18057	43009	39059
152143682	0	2291	18024	42887	38994
152143782	0	2427	18000	42798	38862
152143882	0	2431	18019	42671	38717
152143982	0	2497	17996	42549	38665
152144082	0	2609	17986	42380	38529
152144182	0	2684	17921	42300	38421
152144283	0	2764	17879	42216	38295
152144382	0	2839	17888	42122	38206
152144482	0	2914	17879	42024	38074
152144582	0	3055	17864	41859	37962
152144682	0	3148	17869	41747	37844
152144782	0	3176	17925	41648	37732
152144882	0	3260	17944	41536	37619
152144982	0	3429	17991	41437	37502
152145082	0	3476	17996	41348	37394
152145182	0	3602	18024	41245	37291
152145282	0	3677	18015	41104	37211
152145382	0	3761	17986	40978	37085
152145482	0	3822	17996	40870	36963
152145582	0	3953	18052	40748	36799
152145682	0	4080	18010	40663	36691
152145786	0	4235	18043	40523	36541
152145882	0	4272	18104	40415	36391
152145982	0	4403	18085	40302	36302
152146082	0	4511	18146	40199	36143
152146182	0	4609	18183	40105	35992
152146282	0	4717	18207	39969	35861
152146382	0	4834	18216	39913	35763
152146482	0	4942	18240	39758	35486
152146582	0	5054	18207	39608	35397
152146682	0	5204	18249	39505	35237
152146782	0	5284	18268	39420	35158
152146882	0	5382	18324	39364	35064
152146982	0	5495	18324	39209	34932
152147082	0	5607	18352	39078	34834
152147182	0	5710	18422	38961	34735
152147282	0	5818	18408	38905	34632
152147382	0	5950	18422	38778	34552
152147482	0	6053	18417	38679	34487
152147582	0	6142	18399	38576	34487
152147682	0	6203	18394	38501	34393
152147782	0	6292	18380	38412	34295
152147882	0	6362	18389	38346	34234
152147982	0	6427	18389	38253	34149
152148082	0	6488	18431	38201	34107
152148182	0	6545	18464	38154	34079
152148282	0	6563	18422	38126	34074
152148382	0	6610	18422	38088	34027
152148482	0	6648	18445	38051	33966
152148582	0	6676	18483	38065	33947
152148682	0	6671	18445	38070	33952
152148782	0	6704	18474	38023	33910
152148882	0	6704	18445	38041	33943
152148982	0	6657	18445	38056	33952
152149082	0	6643	18422	38074	33929
152149182	0	6662	18408	38070	33933
152149282	0	6671	18441	38084	33966
152149382	0	6629	18445	38102	33938
152149482	0	6629	18450	38135	33971
152149582	0	6587	18417	38140	33999
152149682	0	6620	18441	38131	33924
152149782	0	6615	18408	38178	33966
152149887	0	6582	18413	38178	34022
152149982	0	6615	18403	38149	33976
152150082	0	6596	18361	38117	33980
152150181	0	6610	18384	38145	34046
152150282	0	6573	18427	38126	34041
152150381	0	6601	18403	38098	34018
152150482	0	6615	18380	38107	34055
152150582	0	6615	18347	38088	34027
152150682	0	6629	18375	38084	34079
152150782	0	6615	18347	38093	34088
152150882	0	6592	18338	38102	34079
152150982	0	6587	18329	38145	34130
152151082	0	6587	18296	38102	34079
152151182	0	6582	18287	38093	34135
152151281	0	6573	18235	38107	34149
152151382	0	6596	18226	38088	34140
152151482	0	6559	18188	38102	34154
152151582	0	6596	18174	38065	34130
152151682	0	6587	18141	38088	34144
152151782	0	6624	18080	38098	34149
152151882	0	6643	18024	38051	34140
152151982	0	6671	17916	38041	34173
152152082	0	6709	17780	37962	34126
152152182	0	6779	17649	37873	34083
152152282	0	6878	17461	37835	34173
152152382	0	6962	17292	37746	34224
152152481	0	7074	17091	37633	34280
152152582	0	7201	16861	37591	34285
152152682	0	7355	16632	37422	34262
152152782	0	7515	16392	37324	34280
152152882	0	7674	16111	37211	34421
152152982	0	7871	15853	37117	34477
152153082	0	8077	15596	36972	34426
152153182	0	8311	15295	36831	34534
152153282	0	8499	15000	36756	34618
152153382	0	8780	14691	36602	34576
152153481	0	9057	14363	36490	34735
152153582	0	9253	14067	36349	34834
152153682	0	9563	13795	36246	34867
152153782	0	9863	13430	36086	34965
152153882	0	10195	13073	35969	35054
152153986	0	10514	12727	35838	35153
152154082	0	10852	12333	35734	35265
152154182	0	11166	11981	35641	35387
152154282	0	11560	11677	35500	35472
152154382	0	11850	11302	35420	35594
152154482	0	12202	10936	35298	35706
152154582	0	12563	10617	35172	35833
152154682	0	12886	10317	35082	35917
152154782	0	13275	10008	34993	36058
152154881	0	13627	9652	34862	36199
152154982	0	13973	9361	34848	36344
152155082	0	14330	9108	34707	36499
152155182	0	14686	8761	34628	36625
152155282	0	15075	8499	34632	36775
152155382	0	15399	8246	34501	36869
152155482	0	15759	7993	34431	37042
152155582	0	16055	7735	34388	37193
152155682	0	16336	7506	34365	37338
152155782	0	16641	7299	34295	37455
152155882	0	16904	7135	34215	37540
152155982	0	17222	6990	34154	37676
152156082	0	17489	6868	34158	37760
152156182	0	17733	6770	34088	37859
152156282	0	17888	6676	34107	37938
152156382	0	18010	6653	34065	37995
152156482	0	18127	6601	34060	38013
152156582	0	18212	6606	34060	38056
152156682	0	18291	6578	34008	38065
152156782	0	18347	6582	33980	38060
152156882	0	18384	6606	33976	38070
152156982	0	18464	6624	33919	38037
152157082	0	18441	6643	33901	38041
152157182	0	18488	6667	33872	37981
152157282	0	18525	6714	33793	37938
152157382	0	18558	6728	33727	37891
152157482	0	18610	6821	33643	37821
152157582	0	18614	6925	33530	37741
152157682	0	18699	6976	33385	37629
152157782	0	18736	7116	33244	37511
152157882	0	18830	7280	33094	37296
152157982	0	18886	7487	32873	37197
152158086	0	18980	7688	32658	36963
152158182	0	19107	7941	32432	36770
152158282	0	19163	8199	32151	36560
152158382	0	19280	8428	31888	36321
152158482	0	19434	8714	31636	36100
152158582	0	19538	8949	31350	35791
152158682	0	19688	9258	31021	35608
152158782	0	19871	9567	30698	35303
152158882	0	20040	9890	30351	35003
152158982	0	20246	10219	30055	34679
152159082	0	20410	10594	29638	34402
152159181	0	20598	10936	29272	34083
152159282	0	20785	11264	28939	33741
152159382	0	20949	11658	28582	33478
152159482	0	21136	12019	28179	33159
152159582	0	21418	12408	27795	32784
152159682	0	21629	12783	27406	32442
152159782	0	21892	13181	27030	32146
152159882	0	22102	13589	26594	31795
152159982	0	22379	14025	26153	31495
152200082	0	22618	14395	25708	31139
152200182	0	22867	14836	25328	30768
152200282	0	23139	15258	24845	30416
152200382	0	23378	15633	24526	30078
152200482	0	23659	16026	24090	29792
152200582	0	23893	16435	23706	29445
152200682	0	24189	16861	23298	29047
152200782	0	24451	17320	22838	28723
152200882	0	24733	17771	22412	28324
152200981	0	25094	18169	21966	28029
152201082	0	25413	18581	21582	27715
152201182	0	25694	19004	21151	27363
152201282	0	26017	19458	20710	26988
152201382	0	26402	19908	20237	26636
152201482	0	26735	20382	19772	26153
152201582	0	27059	20803	19355	25848
152201682	0	27457	21268	18886	25600
152201782	0	27790	21704	18483	25216
152201882	0	28137	22144	18024	24906
152201982	0	28498	22632	17583	24592
152202081	0	28840	23096	17128	24273
152202186	0	29201	23500	16702	23978
152202282	0	29577	23926	16238	23710
152202382	0	29924	24390	15839	23453
152202482	0	30304	24798	15436	23181
152202582	0	30693	25258	14939	22881
152202682	0	31068	25675	14536	22641
152202782	0	31467	26144	14076	22374
