152404480	0	694	20382	45334	40443
152404586	0	713	20354	45358	40490
152404679	0	689	20283	45367	40476
152404779	0	699	20237	45259	40532
152404880	0	661	20218	45367	40509
152404979	0	713	20157	45259	40523
152405080	0	699	20119	45306	40537
152405183	0	652	20072	45241	40509
152405279	0	670	20002	45198	40551
152405379	0	633	19941	45156	40546
152405480	0	652	19927	45105	40518
152405579	0	666	19908	45137	40565
152405680	0	656	19871	45105	40499
152405779	0	684	19885	45067	40523
152405879	0	591	19866	45001	40410
152405979	0	558	19824	44969	40405
152406080	0	497	19866	44922	40382
152406179	0	426	19908	44931	40307
152406279	0	412	19885	44978	40251
152406380	0	455	19979	44884	40227
152406479	0	516	20021	44926	40147
152406579	0	487	20068	44884	40077
152406680	0	647	20119	44851	40147
152406779	0	778	20086	45681	40279
152406879	0	895	20068	45681	40269
152406979	0	1078	20035	45681	40326
152407079	0	1129	19964	45006	40405
152407180	0	1181	19932	45053	40466
152407280	0	1153	19894	45048	40377
152407380	0	1144	19767	44936	40307
152407479	0	1153	19702	44936	40462
152407579	0	1186	19561	44908	40405
152407680	0	1190	19467	44823	40368
152407779	0	1190	19439	44748	40359
152407879	0	1260	19350	44701	40330
152407979	0	1284	19276	44678	40326
152408079	0	1279	19196	44636	40302
152408179	0	1349	19135	44579	40251
152408280	0	1345	19102	44593	40237
152408380	0	1363	19046	44476	40208
152408479	0	1326	19027	44430	40129
152408580	0	1335	18957	44369	40110
152408680	0	1312	18929	44256	40035
152408779	0	1373	18816	44195	39927
152408880	0	1387	18741	44139	39838
152408980	0	1457	18647	43942	39697
152409079	0	1481	18614	43853	39580
152409179	0	1574	18516	43717	39510
152409281	0	1687	18460	43604	39439
152409379	0	1743	18431	43478	39430
152409479	0	1823	18347	43295	39336
152409579	0	1846	18305	43201	39266
152409680	0	1954	18296	43013	39087
152409780	0	2019	18244	42835	38905
152409879	0	2066	18268	42751	38764
152409979	0	2202	18221	42586	38656
152410080	0	2253	18197	42511	38506
152410179	0	2352	18221	42333	38374
152410279	0	2474	18221	42207	38285
152410380	0	2600	18240	42094	38131
152410479	0	2703	18165	41995	37990
152410579	0	2848	18268	41803	37863
152410680	0	2937	18244	41714	37798
152410780	0	3055	18066	41564	37619
152410880	0	3199	18160	41461	37465
152410979	0	3354	18226	41287	37366
152411080	0	3490	18216	41132	37150
152411179	0	3724	18183	41053	37038
152411280	0	3827	18188	40893	36916
152411380	0	3939	18146	40771	36756
152411479	0	4103	18183	40612	36592
152411579	0	4263	18193	40499	36504
152411679	0	4399	18202	40405	36382
152411779	0	4464	18122	40283	36236
152411879	0	4609	18057	40105	36147
152411980	0	4787	18323	39965	35922
152412079	0	4932	18333	39805	35692
152412180	0	5064	18370	39660	35584
152412279	0	5223	18342	39528	35430
152412379	0	5317	18328	39425	35242
152412479	0	5476	18342	39298	34984
152412579	0	5640	18370	39125	34801
152412679	0	5757	18370	39064	34731
152412780	0	5870	18413	38942	34698
152412879	0	6001	18361	38811	34515
152412980	0	6001	18333	38689	34506
152413080	0	6114	18342	38618	34496
152413179	0	6208	18301	38529	34431
152413279	0	6287	18277	38384	34501
152413382	0	6320	18249	38374	34351
152413479	0	6334	18249	38332	34370
152413579	0	6446	18193	38107	34402
152413679	0	6521	18197	38107	34346
152413779	0	6531	18179	38107	34140
